0,41.02
1,127.56
2,218.59
3,306.64
5,442.95
6,226.63
7,439.73
8,115.31
9,1544.24
10,722.02
11,2605.96
12,798.39
13,1476.93
16,89.94
17,374.07
18,112.5
19,772.77
21,2097.71
22,644.75
23,145.2
24,560.71
25,204.23
26,347.97
27,894.51
28,1143.9
29,724.95
30,1487.34
31,689.42
32,49.93
33,16.72
34,649.83
35,346.97
36,1770.94
37,609.81
38,559.55
39,205.56
40,512.19
41,734.61
43,919.33
44,682.23
45,131.47
46,794.41
47,420.91
50,92.91
51,1087.25
52,237.45
53,212.87
54,984.96
55,1279.6
56,256.34
57,142.7
58,753.42
59,122.69
60,1849.3
61,566.64
63,51.91
64,94.97
65,422.05
66,452.4
67,407.12
68,1693.42
69,462.24
71,115.14
72,78.65
73,985.03
74,131.68
77,1134.5
78,969.6
79,251.24
80,934.12
81,377.97
82,889.65
83,40.21
85,465.96
86,150.04
87,49.56
88,1812.62
89,129.13
90,1841.38
91,301.31
92,620.53
93,190.84
94,726.59
95,74.56
97,339.96
98,121.02
99,2127.02
100,809.39
102,199.2
103,1527.29
104,85.17
105,727.83
106,781.32
107,367.13
108,155.25
109,1634.34
110,251.23
111,367.33
112,560.56
113,1981.45
114,83.89
115,39.87
117,60.9
118,70.4
119,242.54
120,574.24
121,288.37
122,1497.92
124,681.32
125,194.19
126,185.48
127,2414.77
128,581.57
129,197.0
130,273.7
132,240.92
133,1085.11
134,291.69
135,587.55
136,650.49
137,465.66
138,221.64
139,216.8
140,795.08
141,361.75
142,525.42
143,1462.29
144,89.61
146,227.32
147,2649.8
148,46.52
149,74.62
150,871.02
151,185.69
153,1501.93
154,1450.47
155,2344.56
156,64.88
157,129.64
158,345.46
159,267.33
160,160.93
161,80.5
162,399.86
163,69.0
164,4877.06
165,919.02
166,3235.45
167,1744.19
168,76.49
169,339.31
170,807.0
171,932.05
172,235.04
173,1195.53
174,1293.95
175,3239.2
176,364.19
177,179.38
178,43.37
179,161.69
180,3268.26
181,168.99
182,178.75
183,231.48
184,103.28
185,203.69
186,448.84
187,356.17
188,672.35
189,981.2
190,190.21
191,446.77
192,31.75
193,868.12
194,225.56
195,1631.98
197,1419.06
198,519.47
199,87.26
200,294.6
201,53.2
203,282.16
204,958.15
205,1389.87
206,1240.65
207,674.67
208,161.02
209,332.73
210,620.71
211,442.93
212,372.95
214,587.33
215,210.79
216,500.47
217,75.72
218,345.45
219,1687.02
220,394.74
221,340.43
224,1446.56
225,271.52
226,788.52
227,393.26
228,1783.14
229,77.05
230,275.58
231,74.08
232,400.56
233,1357.38
234,56.31
236,394.21
237,445.94
238,522.13
239,96.69
240,293.41
241,71.54
243,37.95
244,516.96
245,82.54
246,1555.07
247,52.95
248,530.57
250,1358.47
251,94.07
252,88.16
253,316.75
254,1267.73
255,106.68
256,191.96
257,142.9
258,536.18
259,1678.99
260,241.28
261,972.89
262,90.65
263,1287.84
264,136.48
265,488.86
266,609.46
268,599.45
269,2018.97
270,33.66
271,216.78
